id,name,slug,short_description,description,category,subcategory,library,price,currency,compare_at_price,image,gallery_images,product_type,file_format,compatibility,benefits,includes,features,faqs,tags,gumroad_url,gumroad_product_id,gumroad_permalink,featured,status,seo_title,seo_description,updated_at,order
PS-0104,Job Description Optimization Kit,job-description-optimizer-kit,"Turn flat job ads into clear, inclusive descriptions that attract the right candidates and screen better.","Most job descriptions are written once and never improved. This skill applies a repeatable review: clarity, inclusivity, compensation framing, skills versus qualifications, and search keywords a candidate would actually use.

You get a before/after rewrite, a checklist your hiring team can reuse, and guidance tuned to reduce irrelevant applications.","HUMAN RESOURCES, HIRING & CORPORATE CULTURE",Job Description Optimization,2.txt,13,USD,,images/products/job-description-optimizer-kit.svg,,prompt-pack,Markdown + PDF,ChatGPT · Claude · Gemini,Attracts more on-target candidates|Reduces irrelevant applications|Consistent format across roles|Built-in inclusivity and bias review,JD review checklist|Rewrite prompt set (8 prompts)|Skills versus qualifications sorter|Keyword matcher for job boards|Team style guide template,Includes an inclusivity review pass,"Will this work for technical roles too?::Yes — the process is role-agnostic; it just organizes the skills, context and culture the right way.",hiring|hr|job-descriptions|recruiting|inclusive,https://YOUR_GUMROAD_USERNAME.gumroad.com/l/job-description-optimizer-kit,,,,published,,,2026-08-22,13
PS-0105,Freight Route Optimization Pack,freight-route-optimizer-pack,"A structured skill for comparing routes, consolidating loads and cutting freight cost per delivery.","Freight decisions get made on instinct far too often. This skill gives your AI a fixed analytical protocol: normalize cost and time for every leg, surface consolidation opportunities, and rank route options against the constraints that matter to you.

It includes the math, the assumptions and the exception rules, so the same logic is applied every week — not just when someone remembers.","SUPPLY CHAIN, LOGISTICS & MANUFACTURING",Freight Route Logistics Optimization,2.txt,17,USD,,images/products/freight-route-optimizer-pack.svg,,workflow-kit,Markdown + PDF,ChatGPT · Claude · Gemini,Comparable cost-per-delivery every time|Load consolidation opportunities surfaced|Constraint-aware route shortlists|Repeatable weekly rhythm,Route compare scorecard|Cost normalization prompts|Consolidation opportunity scanner|Constraint checklist template|Weekly review run-sheet,Applies one logic every planning cycle,"Does it integrate with my TMS?::It works on exports from any TMS or spreadsheet, keeping your existing tools in place.",logistics|freight|routes|supply-chain|cost,https://YOUR_GUMROAD_USERNAME.gumroad.com/l/freight-route-optimizer-pack,,,,published,,,2026-08-23,14
PS-0106,Phishing Simulator & Awareness Training Kit,phishing-simulator-training-kit,"Design safe, realistic phishing simulations and turn every click into a teaching moment.","Security awareness works when it is measured and gentle. This skill helps you design phishing simulations that are realistic but safe, write the follow-up training for people who fall for them, and report results without creating blame.

It includes scenario banks, reporting templates and an escalation path for genuine incidents so simulations never get mistaken for real attacks.","CYBERSECURITY, IT OPERATIONS & PRIVACY",Phishing Email Simulation & Training,2.txt,19,USD,,images/products/phishing-simulator-training-kit.svg,,workflow-kit,Markdown + PDF,ChatGPT · Claude · Gemini,Realistic but safe simulation scenarios|Blame-free follow-up training|Clear metrics for leadership|Handles genuine-attack edge cases,Scenario bank (12 campaigns)|Simulation brief template|Reporter playbook|Training follow-up prompt set|False-positive handling protocol,"Designed to build a security culture, not punish mistakes",Can it detect real phishing?::No. It trains your team; genuine incident detection is handled by your security tools and process.,security|phishing|awareness|training|cybersecurity,https://YOUR_GUMROAD_USERNAME.gumroad.com/l/phishing-simulator-training-kit,,,,published,,,2026-08-23,15
PS-0201,Faceless Channel Video Narrative Builder,faceless-channel-video-builder,"Plan and script consistent faceless-channel videos — hooks, beats, b-roll notes and voiceover — in one repeatable flow.","Faceless channels live or die by structure. This skill gives you a repeatable video-building flow: hook, narrative beats, b-roll suggestions and a voiceover script that matches your established style.

Paste in a topic and your voice rules and you get a shoot-ready rundown in minutes — the same structure every time, so your channel stays consistent.","Consumer Content Creation, Socials & Personal Branding",Faceless Channel Video Narrative Builders,3.txt,14,USD,,images/products/faceless-channel-video-builder.svg,,prompt-pack,Markdown + PDF,ChatGPT · Claude · Gemini,Consistent video structure every upload|Hooks engineered for retention|B-roll and voiceover guidance included|Reusable for any niche,Hook laboratory prompts|Beat-by-beat rundown template|B-roll suggestion engine|Voiceover script writer|Publishing checklist,"One repeatable flow, any topic","Does it generate the video itself?::No — it produces the plan, script and shot list you feed into your editing workflow.",faceless|youtube|content|scripting|video,https://YOUR_GUMROAD_USERNAME.gumroad.com/l/faceless-channel-video-builder,,,YES,published,,,2026-08-24,20
PS-0202,LinkedIn Thought-Leadership Kit,linkedin-thought-leadership-kit,Draft LinkedIn posts that sound like you — from raw idea to polished thought-leadership post in one session.,"Most LinkedIn ghostwriting reads like a robot. This skill first captures your voice: how you open, how long your sentences run, what you will and will not say. Then it drafts posts from your raw notes with that voice locked in.

Each draft ships with a headline option set and a comment-perk strategy so the post has a job to do, not just something to say.","Everyday Corporate Productivity, Career & Remote Work",LinkedIn Thought-Leadership Ghostwriting,3.txt,12,USD,,images/products/linkedin-thought-leadership-kit.svg,,prompt-pack,Markdown + PDF,ChatGPT · Claude · Gemini,"Posts that sound like you, not a template|One voice locked across your profile|Headlines and hooks included|Built to start real conversations",Voice capture workbook|Post drafting prompt set|Headline option lab|Comment & engagement starter pack|Posting calendar skeleton,Voice capture runs before any drafting,Can I use it for client ghostwriting?::Yes — the voice workbook makes it easy to lock a different voice per client.,linkedin|personal-brand|ghostwriting|thought-leadership,https://YOUR_GUMROAD_USERNAME.gumroad.com/l/linkedin-thought-leadership-kit,,,,published,,,2026-08-24,21
PS-0203,Etsy SEO Tag Optimizer Pack,etsy-seo-tag-optimizer,Turn 13-character tag limits and thin listings into search terms shoppers actually type on Etsy.,"Etsy search runs on tags and titles, but most sellers guess. This skill teaches your AI to think like an Etsy shopper: harvest real search phrasings, map them to the 13-character tag structure, and rewrite titles that move the needle.

It batches the work across your whole shop so one afternoon refreshes every listing.","Micro-E-Commerce, Side Hustles & Craft Selling",Etsy Handmade Item SEO Tag Optimizers,3.txt,11,USD,,images/products/etsy-seo-tag-optimizer.svg,,workflow-kit,Markdown + PDF,ChatGPT · Claude · Gemini,Tags built from real shopper phrasing|20 tag ideas per listing|Title rewrites that fit Etsy rules|Batch refresh for the whole shop,Search-phrase harvesting prompts|13-char tag builder|Title rewrite engine|Listing batch worksheet|Etsy rules cheat sheet,Respects Etsy’s actual 13-character tag limit,Is this against Etsy rules?::No. It produces organic keyword and title improvements — no spam or forbidden tactics.,etsy|seo|tags|handmade|marketplace,https://YOUR_GUMROAD_USERNAME.gumroad.com/l/etsy-seo-tag-optimizer,,,,published,,,2026-08-25,22
PS-0204,Flashcard Deck Compiler,flashcard-deck-compiler,"Turn notes, chapters or videos into well-formed flashcards with spaced-repetition-friendly phrasing.","Good flashcards are about phrasing, not volume. This skill converts your source material into compact question-and-answer cards that survive spaced repetition: atomic facts, clear stems, no ambiguous prompts.

It exports to plain copy-paste blocks ready for Anki, Quizlet or any deck tool, and includes a difficulty-tiering pass so you can study in layers.","Accessible Education, Upskilling & Language Practice",Flashcard Deck Study Compilers,3.txt,9,USD,,images/products/flashcard-deck-compiler.svg,,prompt-pack,Markdown + PDF,ChatGPT · Claude · Gemini,Anyone can write atomic cards|No ambiguous prompts|Ready to paste into Anki or Quizlet|Difficulty tiers for layered study,Source summarizer|Card phrasing prompt set|Difficulty-tiering pass|Deck QA checklist|Export formatter,Spaced-repetition-aware card design,"Which tools does it export to?::Plain text blocks that paste cleanly into Anki, Quizlet and most SRS apps.",flashcards|study|learning|anki|note-taking,https://YOUR_GUMROAD_USERNAME.gumroad.com/l/flashcard-deck-compiler,,,,published,,,2026-08-25,23
PS-0205,Pantry Leftover Recipe Builder,pantry-leftover-recipe-builder,Turn whatever is in your fridge and cupboards into realistic meals — with allergy swaps and steps included.,"“What can I make with these leftovers?” finally has a trained answer. This skill inventories what you have, proposes realistic meals (not aspirational ones), swaps in what you actually own and writes simple step-by-step instructions.

It watches for allergens and low-effort nights, and generates a printable shopping note for the two or three things you might be missing.","Daily Home, Lifestyle & Family Management",Pantry Ingredient Leftover Recipe Builders,3.txt,8,USD,,images/products/pantry-leftover-recipe-builder.svg,,prompt-pack,Markdown + PDF,ChatGPT · Claude · Gemini,"Meals from what you already own|Allergen-aware swaps|Step-by-step simplicity|Less food waste, fewer takeaway evenings",Ingredient inventory prompt|Meal idea engine|Allergen & swap checker|Step-by-step recipe writer|Missing-items list builder,Low-effort night mode included,Can it handle dietary restrictions?::Yes — tell it the restrictions and the swap engine stays within them.,recipes|meal-planning|leftovers|budget|home,https://YOUR_GUMROAD_USERNAME.gumroad.com/l/pantry-leftover-recipe-builder,,,,published,,,2026-08-26,24
PS-0206,Weekend Road Trip Planner,weekend-road-trip-planner,"Design a weekend itinerary that balances driving time, stops, budget and energy — in one session.","Road trips fail on balance: too much driving, too many “quick stops”, no plan for lunch. This skill takes your start point, weekend length and budget and lays out a route with sensible driving blocks, worthwhile stops and realistic timing.

It produces a day-by-day plan with alternatives, so you can adapt on the road without losing the structure.","Leisure Travel, Tourism & Local Exploration",Weekend Road Trip Route Stop Planners,3.txt,10,USD,,images/products/weekend-road-trip-planner.svg,,workflow-kit,Markdown + PDF,ChatGPT · Claude · Gemini,Balanced driving vs. stop time|Day-by-day itinerary with alternatives|Budget-conscious activity picks|Adaptable on the road,Trip brief questionnaire|Route block planner|Stop worthiness evaluator|Day-by-day itinerary builder|On-the-road alternative list,Includes a “rainy day” alternative plan,Does it use live traffic?::No — it plans routes and timing; check live conditions in your maps app on the day.,travel|road-trip|itinerary|weekend|planning,https://YOUR_GUMROAD_USERNAME.gumroad.com/l/weekend-road-trip-planner,,,,published,,,2026-08-26,25
PS-0301,Smart Notification Triager,smart-notification-triager,A rules-based skill that turns notification overload into a daily triage list that respects your focus.,"Notifications are a workflow, not a stream. This skill helps you define your personal triage rules once, then turns a daily export of pings into a short “act now / batch later / ignore” list.

It’s designed to be honest about your time — the output is a decision list, not another dashboard to check.","Smartphone, App & Digital Lifestyle Utilities",Smart Notification Triager,4.txt,8,USD,,images/products/smart-notification-triager.svg,,prompt-pack,Markdown + PDF,ChatGPT · Claude · Gemini,"A single daily decision list|Rules you define once, applied daily|Respects focus blocks you set|Cuts the compulsion to check",Triage rules workbook|Daily notification export format|Decision list builder|Focus-block scheduler|Weekly review prompts,"One daily list, not another dashboard",Can it silence notifications?::No — it organizes what exists into actions. Do the muting in your OS settings.,productivity|notifications|focus|habits|phone,https://YOUR_GUMROAD_USERNAME.gumroad.com/l/smart-notification-triager,,,YES,published,,,2026-08-27,30
PS-0302,Resume Action-Verb Strengthener,resume-action-verb-strengthener,"Rewrite dull resume bullets into specific, measurable achievements without inventing anything.","Recruiters skim bullets. This skill rewrites yours around action verbs, scope and measurable outcomes — while keeping every claim strictly true to what you actually did.

It includes a truth-guard that refuses to inflate, plus a version tailored for the exact job description you are applying to.","Career Enhancement, Resumes & Remote Workplace Essentials",Resume Action-Verb Strengtheners,4.txt,11,USD,,images/products/resume-action-verb-strengthener.svg,,prompt-pack,Markdown + PDF,ChatGPT · Claude · Gemini,Bullets recruiters can skim and remember|Strictly truthful — no inflated claims|Role-tailored versions ready to send|ATS-friendly phrasing,Bullet rewriting prompt set|Truth guard checklist|Job-description tailoring engine|ATS formatting notes|Final proofread pass,Truth guard refuses to exaggerate,Will it fabricate results?::No — the pack enforces that every claim is traceable to your real experience.,resume|career|job-search|ats|writing,https://YOUR_GUMROAD_USERNAME.gumroad.com/l/resume-action-verb-strengthener,,,,published,,,2026-08-27,31
PS-0303,Review Sincerity Sorter,review-sincerity-sorter,Separate genuine buyer feedback from incentivized fluff before you decide.,"Reviews mix real experience with planted praise. This skill teaches your AI to flag the patterns that suggest low-signal reviews — generic phrasing, incentive language, mismatched detail — and to extract the credible takeaways.

You get a verdict per review and an overall buying summary you can trust enough to act on.","Smarter Online Shopping, Budgeting & Selling Utilities",E-Commerce Review Sincerity Check Sorters,4.txt,9,USD,,images/products/review-sincerity-sorter.svg,,prompt-pack,Markdown + PDF,ChatGPT · Claude · Gemini,See which reviews to trust at a glance|Spots incentivized and generic patterns|Credible-takeaway summaries|Better purchasing decisions,Review scoring rubric|Pattern recognition prompt set|Takeaway extractor|Buying summary template|Comparison helper,"Gives a trust verdict, not just a score",Is this a replacement for review sites?::No — it is a decision aid you run over reviews you have already found.,reviews|shopping|ecommerce|buying-decisions,https://YOUR_GUMROAD_USERNAME.gumroad.com/l/review-sincerity-sorter,,,,published,,,2026-08-28,32
PS-0304,Allergen Swap Calculator,allergen-swap-calculator,"Adjust any recipe for allergies and dietary needs with practical, tested-style swaps — not vague substitutes.","“Just use a substitute” is not a plan. This skill reads a recipe, identifies allergen problem points, and proposes specific ingredient swaps with quantities and notes on what changes in texture, taste or timing.

It flags hidden ingredients most people miss (sauces, coatings, thickeners) and keeps the recipe realistic for a normal kitchen.","Simple Meal Prep, Kitchen Management & Household Diet Utilities",Recipe Allergen Ingredient Swap Calculators,4.txt,9,USD,,images/products/allergen-swap-calculator.svg,,prompt-pack,Markdown + PDF,ChatGPT · Claude · Gemini,"Practical, kitchen-realistic swaps|Hidden-allergen spotting|Quantity-safe adjustments|Printable adapted recipe cards",Recipe allergen scan|Swap suggestion engine|Hidden ingredient spotter|Adapted recipe formatter|Label reading checklist,Flags hidden allergens in sauces and coatings,Is this medical advice?::No — it is an ingredient-mapping aid. Confirm critical allergies with the relevant professional.,allergies|recipes|diet|meal-prep|cooking,https://YOUR_GUMROAD_USERNAME.gumroad.com/l/allergen-swap-calculator,,,,published,,,2026-08-28,33
PS-0305,Room Decluttering Action Planner,room-decluttering-planner,"Break any room into small, finishable decluttering sessions with clear keep/donate/toss decisions.","Decluttering stalls when a room feels like one big task. This skill splits any room into zones and finishes: what to do in the next twenty minutes, what to decide next, and the keep/donate/toss logic to apply — including the emotional shortcuts that stop you stalling.

It tracks progress so the whole house becomes a series of completed small wins.","Practical Home Organization, DIY & Family Care",Room Decluttering Action Checklist Builders,4.txt,8,USD,,images/products/room-decluttering-planner.svg,,workflow-kit,Markdown + PDF,ChatGPT · Claude · Gemini,"Always a 20-minute next step visible|Decisions made by a consistent rule|Finished zones, not half-finished rooms|Sustains momentum",Room zone splitter|20-minute session prompts|Keep/donate/toss decision rules|Progress tracker template|Donation logistics checklist,"Designed for short, finishable sessions",Will it work for one tiny corner?::Yes — the same method scales from a drawer to an entire house.,declutter|home|organization|habits|minimalism,https://YOUR_GUMROAD_USERNAME.gumroad.com/l/room-decluttering-planner,,,,published,,,2026-08-29,34
PS-0306,Packing Weather Matcher,packing-weather-matcher,A packing list built from the actual forecast and your itinerary — no more “maybe bring a jumper”.,"Packing lists fail when they ignore the forecast. This skill takes your destination, dates and plans, checks the expected conditions, and builds a garment list with quantities and versatility notes.

It answers the “what if it rains?” question with a backup plan, and trims the list to what you will realistically wear.","Local Leisure, Travel Packing & Weekend Travel Planners",Travel Suitcase Packing Weather Matchers,4.txt,8,USD,,images/products/packing-weather-matcher.svg,,prompt-pack,Markdown + PDF,ChatGPT · Claude · Gemini,"Built from the actual forecast|Quantities, not vague suggestions|Rain-day fallbacks included|Itinerary-aware outfit planning",Trip context form|Forecast-to-outfit mapper|Versatile item picker|Rain backup plan builder|Final checklist formatter,Versatility-first item selection,Can it plan outfits for a business trip?::Yes — tell it the dress code and days and it adjusts the mix.,packing|travel|weather|itinerary|weekend,https://YOUR_GUMROAD_USERNAME.gumroad.com/l/packing-weather-matcher,,,,published,,,2026-08-29,35
PS-0401,Public Transit Route Optimizer,transit-route-optimizer,"A data-driven skill for reviewing transit routes against ridership, coverage and equity constraints.","Transit planning is a constraint puzzle: coverage, frequency, cost, equity. This skill structures the review — normalize ridership and timing data, score route options against the constraints your agency sets, and produce a readable recommendation memo.

It is built for public-sector analysts who need defensible, reproducible analysis rather than another opinion.","Government, Public Infrastructure & Civic Tech",Public Transit Route Optimization,5.txt,24,USD,,images/products/transit-route-optimizer.svg,,workflow-kit,Markdown + PDF,ChatGPT · Claude · Gemini,Reproducible route scoring for any review|Equity and coverage constraints surfaced|Readable recommendation memos|Audit-friendly documentation,Data normalization prompts|Constraint scorecard|Route option evaluator|Recommendation memo template|Public communications draft,Assumptions logged for auditability,Does it replace transit planning software?::No — it organizes the analysis and output around your existing data and tools.,transit|public-sector|planning|data|equity,https://YOUR_GUMROAD_USERNAME.gumroad.com/l/transit-route-optimizer,,,YES,published,,,2026-08-21,40
